Variance,Skewness,Curtosis,Entropy,Class
3.6216,8.6661,-2.8073,-0.44699,0
1.2247,8.7779,-2.2135,-0.80647,0
3.404,8.7261,-2.9915,-0.57242,0
2.6719,3.0646,0.37158,0.58619,0
0.3292,-4.4552,4.5718,-0.9888,0
4.4338,9.887,-4.6795,-3.7483,0
-0.38214,8.3909,2.1624,-3.7405,0
-0.24811,-0.17797,4.9068,0.15429,0
1.4884,3.6274,3.308,0.48921,0
-1.6162,0.80908,8.1628,0.60817,0
2.4391,6.4417,-0.80743,-0.69139,0
-0.0068919,9.2931,-0.41243,-1.9638,0
3.1452,5.825,-0.51439,-1.4944,0
0.49665,5.527,1.7785,-0.47156,0
4.2586,11.2962,-4.0943,-4.3457,0
1.0009,7.7846,-0.28219,-2.6608,0
4.4069,10.9072,-4.5775,-4.4271,0
0.24835,7.6439,0.9885,-0.87371,0
1.1317,3.9647,3.3979,0.84351,0
2.8033,9.0862,-3.3668,-1.0224,0
-1.1313,1.9037,7.5339,1.022,0
0.87603,6.8141,0.84198,-0.17156,0
2.9163,10.8306,-3.3437,-4.122,0
2.5331,2.9135,-0.822,-0.12243,0
2.108,6.7955,-0.1708,0.4905,0
0.9297,-3.7971,4.6429,-0.2957,0
4.0713,10.4023,-4.1722,-4.7582,0
2.0139,6.1416,0.37929,0.56938,0
1.7317,-0.34765,4.1905,-0.99138,0
3.8481,10.1539,-3.8561,-4.2228,0
0.5195,-3.2633,3.0895,-0.9849,0
2.7391,7.4018,0.071684,-2.5302,0
1.3566,4.2358,2.1341,0.3211,0
0.17346,7.8695,0.26876,-3.7883,0
2.4008,9.3593,-3.3565,-3.3526,0
1.8799,2.4707,2.4931,0.37671,0
3.6582,5.6864,-1.7157,-0.23751,0
2.3925,9.798,-3.0361,-2.8224,0
3.9663,10.1684,-4.1131,-4.6056,0
1.4578,-0.08485,4.1785,0.59136,0
-1.8584,7.886,-1.6643,-1.8384,0
-2.0897,10.8265,2.3603,-3.4198,0
4.1757,10.2615,-3.8552,-4.3056,0
1.3234,3.2964,0.2362,-0.11984,0
1.3264,1.0326,5.6566,-0.41337,0
-0.16735,7.6274,1.2061,-3.6241,0
-2.2261,12.5398,2.9438,-3.5258,0
-0.36038,4.1158,3.1143,-0.37199,0
1.3562,3.2136,4.3465,0.78662,0
0.5706,-0.0248,1.2421,-0.5621,0
0.46901,-0.63321,7.3848,0.36507,0
2.7296,2.8701,0.51124,0.5099,0
2.0466,2.03,2.1761,-0.083634,0
2.3952,9.5083,-3.1783,-3.0086,0
-1.3931,1.5664,7.5382,0.78403,0
1.6406,3.5488,1.3964,-0.36424,0
0.57461,10.1105,-1.6917,-4.3922,0
3.0329,2.2948,2.1135,0.35084,0
3.7731,7.2073,-1.6814,-0.94742,0
3.1557,2.8908,0.59693,0.79825,0
2.483,6.6155,-0.79287,-0.90863,0
0.9297,-3.7971,4.6429,-0.2957,0
3.8417,10.0215,-4.2699,-4.9159,0
1.9265,7.7557,-0.16823,-3.0771,0
0.20977,-0.46146,7.7267,0.90946,0
0.89606,10.5471,-1.4175,-4.0327,0
