Variance,Skewness,Curtosis,Entropy,Class
1.2247,8.7779,-2.2135,-0.80647,0
2.6719,3.0646,0.37158,0.58619,0
2.4391,6.4417,-0.80743,-0.69139,0
4.1711,8.722,-3.0224,-0.59699,0
0.96441,5.8395,2.3235,0.066365,0
2.8561,6.9176,-0.79372,0.48403,0
1.6349,3.286,2.8753,0.087054,0
2.549,6.1499,-1.1605,-1.2371,0
2.5635,6.7769,-0.61979,0.38576,0
0.12326,8.9848,-0.9351,-2.4332,0
4.1373,0.49248,1.093,1.8276,0
0.049175,6.1437,1.7828,-0.72113,0
2.8033,9.0862,-3.3668,-1.0224,0
-2.7419,11.4038,2.5394,-5.5793,0
3.5438,1.2395,1.997,2.1547,0
2.108,6.7955,-0.1708,0.4905,0
2.8969,0.70768,2.29,1.8663,0
2.994,7.2011,-1.2153,0.3211,0
3.8584,0.78425,1.1033,1.7008,0
1.7496,-0.1759,5.1827,1.2922,0
-1.6952,1.0657,8.8294,0.94955,0
1.8799,2.4707,2.4931,0.37671,0
3.6582,5.6864,-1.7157,-0.23751,0
-1.2537,10.8803,1.931,-4.3237,0
1.4578,-0.08485,4.1785,0.59136,0
0.83292,7.5404,0.65005,-0.92544,0
2.5605,9.2683,-3.5913,-1.356,0
0.5706,-0.0248,1.2421,-0.5621,0
-2.6479,10.1374,-1.331,-5.4707,0
3.2704,6.9321,-1.0456,0.23447,0
-1.3931,1.5664,7.5382,0.78403,0
2.4287,9.3821,-3.2477,-1.4543,0
0.5734,9.1938,-0.9094,-1.872,0
2.2034,5.9947,0.53009,0.84998,0
1.594,4.7055,1.3758,0.081882,0
-0.016103,9.7484,0.15394,-1.6134,0
4.9342,2.4107,-0.17594,1.6245,0
3.4312,6.2637,-1.9513,-0.36165,0
0.3223,-0.89808,8.0883,0.69222,0
4.1349,6.1189,-2.4294,-0.19613,0
2.2928,9.0386,-3.2417,-1.2991,0
1.6849,8.7489,-1.2641,-1.3858,0
1.6988,2.9094,2.9044,0.11033,0
1.0607,2.4542,2.5188,-0.17027,0
1.0191,2.33,4.9334,0.82929,0
0.96414,5.616,2.2138,-0.12501,0
1.8205,6.7562,0.0099913,0.39481,0
3.1088,3.1122,0.80857,0.4336,0
3.2051,8.6889,-2.9033,-0.7819,0
1.7452,4.8028,2.0878,0.62627,0
2.805,0.57732,1.3424,1.2133,0
