Variance,Skewness,Curtosis,Entropy,Class
3.4566,9.5228,-4.0112,-3.5944,0
1.2247,8.7779,-2.2135,-0.80647,0
-0.38214,8.3909,2.1624,-3.7405,0
2.4391,6.4417,-0.80743,-0.69139,0
3.4805,9.7008,-3.7541,-3.4379,0
0.96441,5.8395,2.3235,0.066365,0
2.0843,6.6258,0.48382,-2.2134,0
1.6349,3.286,2.8753,0.087054,0
2.549,6.1499,-1.1605,-1.2371,0
2.5635,6.7769,-0.61979,0.38576,0
1.0009,7.7846,-0.28219,-2.6608,0
0.12326,8.9848,-0.9351,-2.4332,0
0.049175,6.1437,1.7828,-0.72113,0
2.8033,9.0862,-3.3668,-1.0224,0
2.3136,10.6651,-3.5288,-4.7672,0
2.9163,10.8306,-3.3437,-4.122,0
2.108,6.7955,-0.1708,0.4905,0
3.4642,10.6878,-3.4071,-4.109,0
1.7317,-0.34765,4.1905,-0.99138,0
1.7496,-0.1759,5.1827,1.2922,0
1.9358,8.1654,-0.023425,-2.2586,0
0.17346,7.8695,0.26876,-3.7883,0
1.0235,6.901,-2.0062,-2.7125,0
-1.6952,1.0657,8.8294,0.94955,0
1.8799,2.4707,2.4931,0.37671,0
2.3925,9.798,-3.0361,-2.8224,0
1.4578,-0.08485,4.1785,0.59136,0
0.83292,7.5404,0.65005,-0.92544,0
2.5605,9.2683,-3.5913,-1.356,0
0.5706,-0.0248,1.2421,-0.5621,0
2.0466,2.03,2.1761,-0.083634,0
2.3952,9.5083,-3.1783,-3.0086,0
-1.3931,1.5664,7.5382,0.78403,0
2.4287,9.3821,-3.2477,-1.4543,0
0.5734,9.1938,-0.9094,-1.872,0
2.2034,5.9947,0.53009,0.84998,0
1.594,4.7055,1.3758,0.081882,0
-0.016103,9.7484,0.15394,-1.6134,0
1.9265,7.7557,-0.16823,-3.0771,0
0.3223,-0.89808,8.0883,0.69222,0
2.2928,9.0386,-3.2417,-1.2991,0
0.3292,-4.4552,4.5718,-0.9888,0
1.6849,8.7489,-1.2641,-1.3858,0
0.3292,-4.4552,4.5718,-0.9888,0
0.5195,-3.2633,3.0895,-0.9849,0
1.6988,2.9094,2.9044,0.11033,0
1.0607,2.4542,2.5188,-0.17027,0
1.0191,2.33,4.9334,0.82929,0
