Variance,Skewness,Curtosis,Entropy,Class
1.5356,9.1772,-2.2718,-0.73535,0
4.6765,-3.3895,3.4896,1.4771,0
2.6719,3.0646,0.37158,0.58619,0
4.4338,9.887,-4.6795,-3.7483,0
4.2969,7.617,-2.3874,-0.96164,0
3.9102,6.065,-2.4534,-0.68234,0
3.1452,5.825,-0.51439,-1.4944,0
2.5635,6.7769,-0.61979,0.38576,0
5.807,5.0097,-2.2384,0.43878,0
1.7939,-1.1174,1.5454,-0.26079,0
4.1373,0.49248,1.093,1.8276,0
4.1654,-3.4495,3.643,1.0879,0
2.3066,3.5364,0.57551,0.41938,0
5.0185,8.5978,-2.9375,-1.281,0
3.245,6.63,-0.63435,0.86937,0
4.0296,2.6756,0.80685,0.71679,0
3.8027,0.81529,2.1041,1.0245,0
1.4806,7.6377,-2.7876,-1.0341,0
3.5438,1.2395,1.997,2.1547,0
4.2188,6.8162,-1.2804,0.76076,0
1.7819,6.9176,-1.2744,-1.5759,0
2.5331,2.9135,-0.822,-0.12243,0
3.8969,7.4163,-1.8245,0.14007,0
2.8969,0.70768,2.29,1.8663,0
0.9297,-3.7971,4.6429,-0.2957,0
3.7818,-2.8846,2.2558,-0.15734,0
4.6689,1.3098,0.055404,1.909,0
3.4663,1.1112,1.7425,1.3388,0
5.032,8.2026,-2.6256,-1.0341,0
3.9479,-3.7723,2.883,0.019813,0
2.2634,-4.4862,3.6558,-0.61251,0
5.0452,3.8964,-1.4304,0.86291,0
4.1927,-3.2674,2.5839,0.21766,0
1.0235,6.901,-2.0062,-2.7125,0
0.11739,6.2761,-1.5495,-2.4746,0
0.5706,-0.0248,1.2421,-0.5621,0
4.0552,-2.4583,2.2806,1.0323,0
3.583,-3.7971,3.4391,-0.12501,0
3.2585,-4.4614,3.8024,-0.15087,0
4.0215,-2.1914,2.4648,1.1409,0
5.3063,5.2684,-2.8904,-0.52716,0
1.3234,3.2964,0.2362,-0.11984,0
3.1219,-3.137,1.9259,-0.37458,0
2.0466,2.03,2.1761,-0.083634,0
0.3798,0.7098,0.7572,-0.4444,0
4.1425,-3.6792,3.8281,1.6297,0
3.744,0.79459,0.95851,1.0077,0
4.9342,2.4107,-0.17594,1.6245,0
5.2756,0.13863,0.12138,1.1435,0
0.89566,7.7763,-2.7473,-1.9353,0
2.877,-4.0599,3.6259,-0.32544,0
2.5678,3.5136,0.61406,-0.40691,0
2.1274,5.1939,-1.7971,-1.1763,0
0.5195,-3.2633,3.0895,-0.9849,0
4.4549,2.4976,1.0313,0.96894,0
3.0009,5.8126,-2.2306,-0.66553,0
3.3299,0.91254,1.5806,0.39352,0
3.2051,8.6889,-2.9033,-0.7819,0
2.7161,-4.2006,4.1914,0.16981,0
2.805,0.57732,1.3424,1.2133,0
4.223,1.1319,0.72202,0.96118,0
4.0047,0.45937,1.3621,1.6181,0
3.7767,9.7794,-3.9075,-3.5323,0
1.9818,9.2621,-3.521,-1.872,0
3.4246,-0.14693,0.80342,0.29136,0
5.1776,8.2316,-3.2511,-1.5694,0
2.229,9.6325,-3.1123,-2.7164,0
0.3798,0.7098,0.7572,-0.4444,0
3.6702,2.9942,0.85141,0.30688,0
3.1887,-3.4143,2.7742,-0.2026,0
2.4527,2.9653,0.20021,-0.056479,0
3.9121,2.9735,0.92852,0.60558,0
3.9414,-3.2902,3.1674,1.0866,0
3.5761,9.7753,-3.9795,-3.4638,0
4.3848,-3.0729,3.0423,1.2741,0
4.9362,7.6046,-2.3429,-0.85302,0
5.7403,-0.44284,0.38015,1.3763,0
3.8384,6.1851,-2.0439,-0.033204,0
0.3798,0.7098,0.7572,-0.4444,0
2.0962,2.4769,1.9379,-0.040962,0
3.6575,7.2797,-2.2692,-1.144,0
3.0632,-3.3315,5.1305,0.8267,0
0.5706,-0.0248,1.2421,-0.5621,0
3.9433,2.5017,1.5215,0.903,0
3.1896,5.7526,-0.18537,-0.30087,0
2.1319,-2.0403,2.5574,-0.061652,0
4.0405,0.51524,1.0279,1.106,0
5.0214,8.0764,-3.0515,-1.7155,0
1.4276,8.3847,-2.0995,-1.9677,0
5.2032,3.5116,-1.2538,1.0129,0
3.9292,-2.9156,2.2129,0.30817,0
5.086,3.2798,-1.2701,1.1189,0
4.9249,0.68906,0.77344,1.2095,0
3.946,6.8514,-1.5443,-0.5582,0
-0.278,8.1881,-3.1338,-2.5276,0
3.4626,-4.449,3.5427,0.15429,0
5.0429,-0.52974,0.50439,1.106,0
4.6562,7.6398,-2.4243,-1.2384,0
4.0948,-2.9674,2.3689,0.75429,0
3.6941,-3.9482,4.2625,1.1577,0
