Variance,Skewness,Curtosis,Entropy,Class
2.6719,3.0646,0.37158,0.58619,0
-0.24811,-0.17797,4.9068,0.15429,0
1.4884,3.6274,3.308,0.48921,0
-1.6162,0.80908,8.1628,0.60817,0
-0.0068919,9.2931,-0.41243,-1.9638,0
0.24835,7.6439,0.9885,-0.87371,0
1.1317,3.9647,3.3979,0.84351,0
3.245,6.63,-0.63435,0.86937,0
-1.1313,1.9037,7.5339,1.022,0
1.4806,7.6377,-2.7876,-1.0341,0
2.9543,1.076,0.64577,0.89394,0
-2.7419,11.4038,2.5394,-5.5793,0
3.5438,1.2395,1.997,2.1547,0
4.2188,6.8162,-1.2804,0.76076,0
3.8969,7.4163,-1.8245,0.14007,0
-2.343,12.9516,3.3285,-5.9426,0
3.5499,8.6165,-3.2794,-1.2009,0
1.1166,8.6496,-0.96252,-1.8112,0
1.0235,6.901,-2.0062,-2.7125,0
-1.803,11.8818,2.0458,-5.2728,0
2.9421,7.4101,-0.97709,-0.88406,0
-1.7559,11.9459,3.0946,-4.8978,0
-1.2537,10.8803,1.931,-4.3237,0
1.8314,6.3672,-0.036278,0.049554,0
2.5605,9.2683,-3.5913,-1.356,0
0.68087,2.3259,4.9085,0.54998,0
-1.3,10.2678,-2.953,-5.8638,0
-2.2261,12.5398,2.9438,-3.5258,0
-2.6479,10.1374,-1.331,-5.4707,0
2.7296,2.8701,0.51124,0.5099,0
3.2704,6.9321,-1.0456,0.23447,0
1.6472,0.48213,4.7449,1.225,0
0.3798,0.7098,0.7572,-0.4444,0
1.0135,8.4551,-1.672,-2.0815,0
-0.016103,9.7484,0.15394,-1.6134,0
0.20977,-0.46146,7.7267,0.90946,0
1.2706,8.035,-0.19651,-2.1888,0
2.9719,6.8369,-0.2702,0.71291,0
-1.9177,11.6894,2.5454,-3.2763,0
-1.7344,2.0175,7.7618,0.93532,0
3.5594,1.3078,1.291,1.6556,0
3.0009,5.8126,-2.2306,-0.66553,0
0.96414,5.616,2.2138,-0.12501,0
1.8205,6.7562,0.0099913,0.39481,0
3.5982,7.1307,-1.3035,0.21248,0
0.88872,5.3449,2.045,-0.19355,0
2.7206,9.0821,-3.3111,-0.96811,0
3.5189,6.332,-1.7791,-0.020273,0
1.9105,8.871,-2.3386,-0.75604,0
-1.5055,0.070346,6.8681,-0.50648,0
3.2303,7.8384,-3.5348,-1.2151,0
-1.9922,11.6542,2.6542,-5.2107,0
0.86202,2.6963,4.2908,0.54739,0
-0.36279,8.2895,-1.9213,-3.3332,0
-0.39816,5.9781,1.3912,-1.1621,0
0.3798,0.7098,0.7572,-0.4444,0
-0.062025,6.1975,1.099,-1.131,0
-1.5222,10.8409,2.7827,-4.0974,0
1.3087,4.9228,2.0013,0.22024,0
0.5415,6.0319,1.6825,-0.46122,0
4.0524,5.6802,-1.9693,0.026279,0
2.4527,2.9653,0.20021,-0.056479,0
2.0007,1.8644,2.6491,0.47369,0
-1.9458,11.2217,1.9079,-3.4405,0
2.9742,8.96,-2.9024,-1.0379,0
0.87256,9.2931,-0.7843,-2.1978,0
0.3798,0.7098,0.7572,-0.4444,0
-1.7781,0.8546,7.1303,0.027572,0
2.8237,2.8597,0.19678,0.57196,0
-1.8411,10.8306,2.769,-3.0901,0
0.5706,-0.0248,1.2421,-0.5621,0
2.565,8.633,-2.9941,-1.3082,0
-0.2951,9.0489,-0.52725,-2.0789,0
1.4507,8.7903,-2.2324,-0.65259,0
2.0193,0.82356,4.6369,1.4202,0
0.65497,5.1815,1.0673,-0.42113,0
1.1558,6.4003,1.5506,0.6961,0
-2.6479,10.1374,-1.331,-5.4707,0
-1.1391,1.8127,6.9144,0.70127,0
1.8592,3.2074,-0.15966,-0.26208,0
3.3951,1.1484,2.1401,2.0862,0
1.8384,6.063,0.54723,0.51248,0
2.9233,6.0464,-0.11168,-0.58665,0
-0.278,8.1881,-3.1338,-2.5276,0
1.8373,6.1292,0.84027,0.55257,0
-0.16682,5.8974,0.49839,-0.70044,0
0.29961,7.1328,-0.31475,-1.1828,0
0.77805,6.6424,-1.1425,-1.0573,0
-2.0759,10.8223,2.6439,-4.837,0
-0.53966,7.3273,0.46583,-1.4543,0
0.5706,-0.0248,1.2421,-0.5621,0
0.74054,0.36625,2.1992,0.48403,0
1.3114,4.5462,2.2935,0.22541,0
0.74841,7.2756,1.1504,-0.5388,0
-2.6479,10.1374,-1.331,-5.4707,0
1.0182,9.109,-0.62064,-1.7129,0
-2.7143,11.4535,2.1092,-3.9629,0
0.66191,9.6594,-0.28819,-1.6638,0
-0.023579,7.1742,0.78457,-0.75734,0
2.2504,3.5757,0.35273,0.2836,0
-2.1668,1.5933,0.045122,-1.678,0
-1.682,-6.8121,7.1398,1.3323,0
0.83625,1.1071,-2.4706,-0.062945,0
0.11806,0.39108,-0.98223,0.42843,0
-1.3887,-4.8773,6.4774,0.34179,0
-3.8552,3.5219,-0.38415,-3.8608,0
0.56232,1.0015,-2.2726,-0.0060486,0
-6.2815,6.6651,0.52581,-7.0107,0
0.59823,3.5012,-3.9795,-1.7841,0
-3.3203,-0.02691,2.9618,-0.44958,0
-2.2214,-0.23798,0.56008,0.05602,0
-0.76794,3.4598,-3.4405,-3.4276,0
-1.4628,-1.5706,2.4357,0.49826,0
-3.5681,-8.213,10.083,0.96765,0
-4.7331,-6.1789,11.388,-1.0741,0
1.5904,2.2121,-3.1183,-0.11725,0
1.7425,3.6833,-4.0129,-1.7207,0
-0.539,-5.167,3.4399,0.052141,0
1.0552,1.1857,-2.6411,0.11033,0
0.12126,0.22347,-0.47327,0.97024,0
-1.3946,2.3134,-0.44499,-1.4905,0
-1.2786,-2.4087,4.5735,0.47627,0
-0.77688,0.13036,-0.031137,-0.35389,0
-1.5322,-5.0966,6.6779,0.17498,0
-2.1786,-6.4479,6.0344,-0.20777,0
-2.0662,0.16967,-1.0054,-0.82975,0
-4.8392,6.6755,-0.24278,-6.5775,0
-0.66008,-3.226,3.8058,1.1836,0
-0.55008,2.8659,-1.6488,-2.4319,0
-0.89809,-4.4862,2.2009,0.50731,0
-0.77848,3.4019,-3.4859,-3.5569,0
