Variance,Skewness,Curtosis,Entropy,Class
3.2032,5.7588,-0.75345,-0.61251,0
1.2247,8.7779,-2.2135,-0.80647,0
3.404,8.7261,-2.9915,-0.57242,0
2.6719,3.0646,0.37158,0.58619,0
0.80355,2.8473,4.3439,0.6017,0
-0.24811,-0.17797,4.9068,0.15429,0
1.4884,3.6274,3.308,0.48921,0
4.2969,7.617,-2.3874,-0.96164,0
2.6881,6.0195,-0.46641,-0.69268,0
4.5679,3.1929,-2.1055,0.29653,0
-0.0068919,9.2931,-0.41243,-1.9638,0
1.6349,3.286,2.8753,0.087054,0
5.262,3.9834,-1.5572,1.0103,0
5.4021,3.1039,-1.1536,1.5651,0
2.4235,9.5332,-3.0789,-2.7746,0
1.0009,7.7846,-0.28219,-2.6608,0
0.049175,6.1437,1.7828,-0.72113,0
2.8033,9.0862,-3.3668,-1.0224,0
1.4806,7.6377,-2.7876,-1.0341,0
2.9543,1.076,0.64577,0.89394,0
-1.8584,7.886,-1.6643,-1.8384,0
4.2188,6.8162,-1.2804,0.76076,0
1.7819,6.9176,-1.2744,-1.5759,0
2.8969,0.70768,2.29,1.8663,0
-1.5075,1.9224,7.1466,0.89136,0
-2.343,12.9516,3.3285,-5.9426,0
5.0452,3.8964,-1.4304,0.86291,0
0.17346,7.8695,0.26876,-3.7883,0
2.4008,9.3593,-3.3565,-3.3526,0
4.8851,1.5995,-0.00029081,1.6401,0
1.1166,8.6496,-0.96252,-1.8112,0
1.0235,6.901,-2.0062,-2.7125,0
0.11739,6.2761,-1.5495,-2.4746,0
0.5706,-0.0248,1.2421,-0.5621,0
-1.6952,1.0657,8.8294,0.94955,0
-0.69572,8.6165,1.8419,-4.3289,0
2.9421,7.4101,-0.97709,-0.88406,0
-1.2537,10.8803,1.931,-4.3237,0
2.614,8.0081,-3.7258,-1.3069,0
1.3234,3.2964,0.2362,-0.11984,0
-0.16735,7.6274,1.2061,-3.6241,0
-2.2261,12.5398,2.9438,-3.5258,0
2.4196,6.4665,-0.75688,0.228,0
-2.6479,10.1374,-1.331,-5.4707,0
-1.3389,1.552,7.0806,1.031,0
-2.3361,11.9604,3.0835,-5.4435,0
2.0466,2.03,2.1761,-0.083634,0
3.9994,0.90427,1.1693,1.6892,0
-1.3931,1.5664,7.5382,0.78403,0
2.4287,9.3821,-3.2477,-1.4543,0
1.6472,0.48213,4.7449,1.225,0
0.57461,10.1105,-1.6917,-4.3922,0
2.2034,5.9947,0.53009,0.84998,0
3.7731,7.2073,-1.6814,-0.94742,0
3.1557,2.8908,0.59693,0.79825,0
1.8114,7.6067,-0.9788,-2.4668,0
4.9342,2.4107,-0.17594,1.6245,0
3.4312,6.2637,-1.9513,-0.36165,0
0.20977,-0.46146,7.7267,0.90946,0
0.3223,-0.89808,8.0883,0.69222,0
-1.3,10.2678,-2.953,-5.8638,0
0.44125,2.9487,4.3225,0.7155,0
4.1349,6.1189,-2.4294,-0.19613,0
0.051979,7.0521,-2.0541,-3.1508,0
2.2928,9.0386,-3.2417,-1.2991,0
1.6849,8.7489,-1.2641,-1.3858,0
2.3729,10.4726,-3.0087,-3.2013,0
1.0284,9.767,-1.3687,-1.7853,0
2.1274,5.1939,-1.7971,-1.1763,0
1.1811,8.3847,-2.0567,-0.90345,0
-1.7344,2.0175,7.7618,0.93532,0
3.5152,6.8224,-0.67377,-0.46898,0
1.0607,2.4542,2.5188,-0.17027,0
3.1088,3.1122,0.80857,0.4336,0
0.88872,5.3449,2.045,-0.19355,0
2.7206,9.0821,-3.3111,-0.96811,0
-2.3242,11.5176,1.8231,-5.375,0
1.7452,4.8028,2.0878,0.62627,0
2.1948,1.3781,1.1582,0.85774,0
0.74307,11.17,-1.3824,-4.0728,0
1.9105,8.871,-2.3386,-0.75604,0
-1.5055,0.070346,6.8681,-0.50648,0
0.58836,10.7727,-1.3884,-4.3276,0
3.2303,7.8384,-3.5348,-1.2151,0
0.54777,10.3754,-1.5435,-4.1633,0
-2.4953,11.1472,1.9353,-3.4638,0
0.86736,5.5643,1.6765,-0.16769,0
1.2616,4.4303,-1.3335,-1.7517,0
-0.39816,5.9781,1.3912,-1.1621,0
0.58982,7.4266,1.2353,-2.9595,0
0.64295,7.1018,0.3493,-0.41337,0
-2.484,12.1611,2.8204,-3.7418,0
-1.1497,1.2954,7.701,0.62627,0
-1.3,10.2678,-2.953,-5.8638,0
1.5691,6.3465,-0.1828,-2.4099,0
1.3087,4.9228,2.0013,0.22024,0
2.229,9.6325,-3.1123,-2.7164,0
1.2138,8.7986,-2.1672,-0.74182,0
0.3798,0.7098,0.7572,-0.4444,0
4.0524,5.6802,-1.9693,0.026279,0
2.0007,1.8644,2.6491,0.47369,0
-1.9458,11.2217,1.9079,-3.4405,0
1.1472,3.5985,1.9387,-0.43406,0
2.9742,8.96,-2.9024,-1.0379,0
0.1848,6.5079,2.0133,-0.87242,0
0.87256,9.2931,-0.7843,-2.1978,0
0.39559,6.8866,1.0588,-0.67587,0
2.0962,2.4769,1.9379,-0.040962,0
2.8261,9.4007,-3.3034,-1.0509,0
0.0071249,8.3661,0.50781,-3.8155,0
0.96788,7.1907,1.2798,-2.4565,0
3.8832,6.4023,-2.432,-0.98363,0
2.8237,2.8597,0.19678,0.57196,0
0.88444,6.5906,0.55837,-0.44182,0
1.2999,2.5762,2.0107,-0.18967,0
2.565,8.633,-2.9941,-1.3082,0
4.6014,5.6264,-2.1235,0.19309,0
1.762,4.3682,2.1384,0.75429,0
1.2746,8.8172,-1.5323,-1.7957,0
2.5227,2.2369,2.7236,0.79438,0
0.045304,6.7334,1.0708,-0.9332,0
3.6667,4.302,0.55923,0.33791,0
3.5288,0.71596,1.9507,1.9375,0
3.534,9.3614,-3.6316,-1.2461,0
2.2893,3.733,0.6312,-0.39786,0
1.5673,7.9274,-0.056842,-2.1694,0
