Variance,Skewness,Curtosis,Entropy,Class
4.5459,8.1674,-2.4586,-1.4621,0
0.32924,-4.4552,4.5718,-0.9888,0
4.3684,9.6718,-3.9606,-3.1625,0
1.8993,7.6625,0.15394,-3.1108,0
3.404,8.7261,-2.9915,-0.57242,0
2.6719,3.0646,0.37158,0.58619,0
3.9362,10.1622,-3.8235,-4.0172,0
0.93584,8.8855,-1.6831,-1.6599,0
4.4338,9.887,-4.6795,-3.7483,0
2.4391,6.4417,-0.80743,-0.69139,0
3.6289,0.81322,1.6277,0.77627,0
-0.0068919,9.2931,-0.41243,-1.9638,0
2.8561,6.9176,-0.79372,0.48403,0
2.549,6.1499,-1.1605,-1.2371,0
0.49665,5.527,1.7785,-0.47156,0
1.0009,7.7846,-0.28219,-2.6608,0
0.12326,8.9848,-0.9351,-2.4332,0
4.1373,0.49248,1.093,1.8276,0
4.4069,10.9072,-4.5775,-4.4271,0
3.7935,7.9853,-2.5477,-1.872,0
1.8664,7.7763,-0.23849,-2.9634,0
3.8027,0.81529,2.1041,1.0245,0
4.0632,3.584,0.72545,0.39481,0
2.9543,1.076,0.64577,0.89394,0
3.82,10.9279,-4.0112,-5.0284,0
3.3397,-4.6145,3.9823,-0.23751,0
1.518,5.6946,0.094818,-0.026738,0
3.2351,9.647,-3.2074,-2.5948,0
2.5331,2.9135,-0.822,-0.12243,0
3.8969,7.4163,-1.8245,0.14007,0
3.4642,10.6878,-3.4071,-4.109,0
0.4339,5.5395,2.033,-0.40432,0
4.1605,11.2196,-3.6136,-4.0819,0
5.032,8.2026,-2.6256,-1.0341,0
5.2418,10.5388,-4.1174,-4.2797,0
1.7317,-0.34765,4.1905,-0.99138,0
3.8481,10.1539,-3.8561,-4.2228,0
3.8584,0.78425,1.1033,1.7008,0
0.17346,7.8695,0.26876,-3.7883,0
2.4008,9.3593,-3.3565,-3.3526,0
0.5706,-0.0248,1.2421,-0.5621,0
1.4578,-0.08485,4.1785,0.59136,0
-1.8584,7.886,-1.6643,-1.8384,0
4.1757,10.2615,-3.8552,-4.3056,0
2.5605,9.2683,-3.5913,-1.356,0
2.1059,7.6046,-0.47755,-1.8461,0
2.614,8.0081,-3.7258,-1.3069,0
0.5706,-0.0248,1.2421,-0.5621,0
3.1219,-3.137,1.9259,-0.37458,0
2.0466,2.03,2.1761,-0.083634,0
3.2704,6.9321,-1.0456,0.23447,0
1.6406,3.5488,1.3964,-0.36424,0
2.7744,6.8576,-1.0671,0.075416,0
0.57461,10.1105,-1.6917,-4.3922,0
4.0102,10.6568,-4.1388,-5.0646,0
3.0934,-2.9177,2.2232,0.22283,0
3.0329,2.2948,2.1135,0.35084,0
3.7731,7.2073,-1.6814,-0.94742,0
1.8114,7.6067,-0.9788,-2.4668,0
1.594,4.7055,1.3758,0.081882,0
3.4312,6.2637,-1.9513,-0.36165,0
0.89566,7.7763,-2.7473,-1.9353,0
2.877,-4.0599,3.6259,-0.32544,0
0.89606,10.5471,-1.4175,-4.0327,0
2.5678,3.5136,0.61406,-0.40691,0
2.1464,6.0795,-0.5778,-2.2302,0
0.051979,7.0521,-2.0541,-3.1508,0
0.3292,-4.4552,4.5718,-0.9888,0
1.6849,8.7489,-1.2641,-1.3858,0
2.3729,10.4726,-3.0087,-3.2013,0
4.0215,-2.7004,2.4957,0.36636,0
1.5902,2.2948,3.2403,0.18404,0
2.1274,5.1939,-1.7971,-1.1763,0
1.1811,8.3847,-2.0567,-0.90345,0
2.9499,2.2493,1.3458,-0.037083,0
3.7352,9.5911,-3.9032,-3.3487,0
3.5152,6.8224,-0.67377,-0.46898,0
1.6988,2.9094,2.9044,0.11033,0
3.0009,5.8126,-2.2306,-0.66553,0
3.9294,1.4112,1.8076,0.89782,0
3.4667,-4.0724,4.2882,1.5418,0
-1.8584,7.886,-1.6643,-1.8384,0
3.3299,0.91254,1.5806,0.39352,0
0.3292,-4.4552,4.5718,-0.9888,0
3.5458,9.3718,-4.0351,-3.9564,0
2.6917,10.8161,-3.3,-4.2888,0
3.3848,3.2674,0.90967,0.25128,0
1.7452,4.8028,2.0878,0.62627,0
2.805,0.57732,1.3424,1.2133,0
3.4985,3.1639,0.22677,-0.1651,0
2.2526,9.9636,-3.1749,-2.9944,0
1.9105,8.871,-2.3386,-0.75604,0
0.58836,10.7727,-1.3884,-4.3276,0
2.8523,9.0096,-3.761,-3.3371,0
5.4188,10.1457,-4.084,-3.6991,0
0.54777,10.3754,-1.5435,-4.1633,0
-0.36279,8.2895,-1.9213,-3.3332,0
0.86736,5.5643,1.6765,-0.16769,0
3.7831,10.0526,-3.8869,-3.7366,0
1.2616,4.4303,-1.3335,-1.7517,0
2.6799,3.1349,0.34073,0.58489,0
2.9695,5.6222,0.27561,-1.1556,0
4.0047,0.45937,1.3621,1.6181,0
1.9429,6.3961,0.092248,0.58102,0
1.2138,8.7986,-2.1672,-0.74182,0
0.3798,0.7098,0.7572,-0.4444,0
0.5415,6.0319,1.6825,-0.46122,0
