Variance,Skewness,Curtosis,Entropy,Class
3.6216,8.6661,-2.8073,-0.44699,0
1.5356,9.1772,-2.2718,-0.73535,0
-1.5768,10.843,2.5462,-2.9362,0
2.6719,3.0646,0.37158,0.58619,0
-0.38214,8.3909,2.1624,-3.7405,0
1.4884,3.6274,3.308,0.48921,0
4.2969,7.617,-2.3874,-0.96164,0
2.4391,6.4417,-0.80743,-0.69139,0
2.6881,6.0195,-0.46641,-0.69268,0
3.9102,6.065,-2.4534,-0.68234,0
1.6349,3.286,2.8753,0.087054,0
5.262,3.9834,-1.5572,1.0103,0
2.549,6.1499,-1.1605,-1.2371,0
2.5635,6.7769,-0.61979,0.38576,0
5.4021,3.1039,-1.1536,1.5651,0
2.5367,2.599,2.0938,0.20085,0
2.4235,9.5332,-3.0789,-2.7746,0
0.24835,7.6439,0.9885,-0.87371,0
2.8033,9.0862,-3.3668,-1.0224,0
3.245,6.63,-0.63435,0.86937,0
-1.1313,1.9037,7.5339,1.022,0
3.5438,1.2395,1.997,2.1547,0
3.2351,9.647,-3.2074,-2.5948,0
2.5331,2.9135,-0.822,-0.12243,0
3.8969,7.4163,-1.8245,0.14007,0
2.108,6.7955,-0.1708,0.4905,0
2.8969,0.70768,2.29,1.8663,0
2.994,7.2011,-1.2153,0.3211,0
2.0139,6.1416,0.37929,0.56938,0
0.4339,5.5395,2.033,-0.40432,0
2.0911,0.94358,4.5512,1.234,0
0.17346,7.8695,0.26876,-3.7883,0
1.1166,8.6496,-0.96252,-1.8112,0
1.0235,6.901,-2.0062,-2.7125,0
-1.803,11.8818,2.0458,-5.2728,0
3.6582,5.6864,-1.7157,-0.23751,0
2.3925,9.798,-3.0361,-2.8224,0
1.6426,3.0149,0.22849,-0.147,0
-0.11783,-1.5789,8.03,-0.028031,0
-1.7559,11.9459,3.0946,-4.8978,0
1.4578,-0.08485,4.1785,0.59136,0
4.8077,2.2327,-0.26334,1.5534,0
2.614,8.0081,-3.7258,-1.3069,0
0.68087,2.3259,4.9085,0.54998,0
1.3234,3.2964,0.2362,-0.11984,0
2.4196,6.4665,-0.75688,0.228,0
-0.36038,4.1158,3.1143,-0.37199,0
1.3562,3.2136,4.3465,0.78662,0
-2.6479,10.1374,-1.331,-5.4707,0
-2.3361,11.9604,3.0835,-5.4435,0
-1.3274,9.498,2.4408,-5.2689,0
3.2704,6.9321,-1.0456,0.23447,0
1.6406,3.5488,1.3964,-0.36424,0
1.6472,0.48213,4.7449,1.225,0
1.0135,8.4551,-1.672,-2.0815,0
0.57461,10.1105,-1.6917,-4.3922,0
2.2034,5.9947,0.53009,0.84998,0
3.1557,2.8908,0.59693,0.79825,0
1.594,4.7055,1.3758,0.081882,0
-0.016103,9.7484,0.15394,-1.6134,0
4.9342,2.4107,-0.17594,1.6245,0
0.89566,7.7763,-2.7473,-1.9353,0
0.20977,-0.46146,7.7267,0.90946,0
0.3223,-0.89808,8.0883,0.69222,0
-1.3,10.2678,-2.953,-5.8638,0
0.44125,2.9487,4.3225,0.7155,0
4.1349,6.1189,-2.4294,-0.19613,0
0.051979,7.0521,-2.0541,-3.1508,0
1.2706,8.035,-0.19651,-2.1888,0
2.9719,6.8369,-0.2702,0.71291,0
1.6849,8.7489,-1.2641,-1.3858,0
0.27451,9.2186,-3.2863,-4.8448,0
4.2478,7.6956,-2.7696,-1.0767,0
-1.7344,2.0175,7.7618,0.93532,0
3.5152,6.8224,-0.67377,-0.46898,0
1.6988,2.9094,2.9044,0.11033,0
1.0607,2.4542,2.5188,-0.17027,0
2.0421,1.2436,4.2171,0.90429,0
3.5594,1.3078,1.291,1.6556,0
3.0009,5.8126,-2.2306,-0.66553,0
1.0191,2.33,4.9334,0.82929,0
0.66018,10.3878,-1.4029,-3.9151,0
3.5982,7.1307,-1.3035,0.21248,0
2.7206,9.0821,-3.3111,-0.96811,0
-2.3242,11.5176,1.8231,-5.375,0
0.74307,11.17,-1.3824,-4.0728,0
