Variance,Skewness,Curtosis,Entropy,Class
1.8993,7.6625,0.15394,-3.1108,0
0.93584,8.8855,-1.6831,-1.6599,0
-1.6162,0.80908,8.1628,0.60817,0
2.4391,6.4417,-0.80743,-0.69139,0
-0.0068919,9.2931,-0.41243,-1.9638,0
2.549,6.1499,-1.1605,-1.2371,0
0.49665,5.527,1.7785,-0.47156,0
1.0009,7.7846,-0.28219,-2.6608,0
0.12326,8.9848,-0.9351,-2.4332,0
1.1317,3.9647,3.3979,0.84351,0
1.8664,7.7763,-0.23849,-2.9634,0
1.518,5.6946,0.094818,-0.026738,0
3.2351,9.647,-3.2074,-2.5948,0
2.5331,2.9135,-0.822,-0.12243,0
3.4642,10.6878,-3.4071,-4.109,0
0.4339,5.5395,2.033,-0.40432,0
1.7317,-0.34765,4.1905,-0.99138,0
1.7496,-0.1759,5.1827,1.2922,0
0.17346,7.8695,0.26876,-3.7883,0
2.4008,9.3593,-3.3565,-3.3526,0
0.5706,-0.0248,1.2421,-0.5621,0
-0.11783,-1.5789,8.03,-0.028031,0
1.4578,-0.08485,4.1785,0.59136,0
2.5605,9.2683,-3.5913,-1.356,0
2.1059,7.6046,-0.47755,-1.8461,0
2.614,8.0081,-3.7258,-1.3069,0
0.68087,2.3259,4.9085,0.54998,0
1.3264,1.0326,5.6566,-0.41337,0
1.0987,0.6394,5.989,-0.58277,0
0.5706,-0.0248,1.2421,-0.5621,0
2.2596,-0.033118,4.7355,-0.2776,0
2.0466,2.03,2.1761,-0.083634,0
-1.3931,1.5664,7.5382,0.78403,0
1.6406,3.5488,1.3964,-0.36424,0
2.7744,6.8576,-1.0671,0.075416,0
1.6472,0.48213,4.7449,1.225,0
2.0597,-0.99326,5.2119,-0.29312,0
0.57461,10.1105,-1.6917,-4.3922,0
1.8114,7.6067,-0.9788,-2.4668,0
1.594,4.7055,1.3758,0.081882,0
0.89566,7.7763,-2.7473,-1.9353,0
0.89606,10.5471,-1.4175,-4.0327,0
2.5678,3.5136,0.61406,-0.40691,0
1.934,-9.2828e-06,4.816,-0.33967,0
2.1464,6.0795,-0.5778,-2.2302,0
0.051979,7.0521,-2.0541,-3.1508,0
1.6849,8.7489,-1.2641,-1.3858,0
2.3729,10.4726,-3.0087,-3.2013,0
1.5902,2.2948,3.2403,0.18404,0
2.1274,5.1939,-1.7971,-1.1763,0
1.1811,8.3847,-2.0567,-0.90345,0
1.6988,2.9094,2.9044,0.11033,0
3.0009,5.8126,-2.2306,-0.66553,0
0.3292,-4.4552,4.5718,-0.9888,0
2.6917,10.8161,-3.3,-4.2888,0
1.7452,4.8028,2.0878,0.62627,0
2.2526,9.9636,-3.1749,-2.9944,0
1.9105,8.871,-2.3386,-0.75604,0
0.58836,10.7727,-1.3884,-4.3276,0
2.8523,9.0096,-3.761,-3.3371,0
0.86202,2.6963,4.2908,0.54739,0
0.54777,10.3754,-1.5435,-4.1633,0
-0.36279,8.2895,-1.9213,-3.3332,0
0.86736,5.5643,1.6765,-0.16769,0
1.2616,4.4303,-1.3335,-1.7517,0
2.9695,5.6222,0.27561,-1.1556,0
1.941,0.46351,4.6472,1.0879,0
1.1518,1.3864,5.2727,-0.43536,0
-1.2576,1.5892,7.0078,0.42455,0
1.9429,6.3961,0.092248,0.58102,0
1.2138,8.7986,-2.1672,-0.74182,0
0.3798,0.7098,0.7572,-0.4444,0
0.5415,6.0319,1.6825,-0.46122,0
0.86816,10.2429,-1.4912,-4.0082,0
0.77124,9.0862,-1.2281,-1.4996,0
3.5761,9.7753,-3.9795,-3.4638,0
0.64215,3.1287,4.2933,0.64696,0
0.77445,9.0552,-2.4089,-1.3884,0
3.0948,8.7324,-2.9007,-0.96682,0
0.1848,6.5079,2.0133,-0.87242,0
2.5817,9.7546,-3.1749,-2.9957,0
0.3798,0.7098,0.7572,-0.4444,0
0.94732,-0.57113,7.1903,-0.67587,0
2.8261,9.4007,-3.3034,-1.0509,0
0.0071249,8.3661,0.50781,-3.8155,0
1.1315,7.9212,1.093,-2.8444,0
1.9321,6.0423,0.26019,-2.053,0
-0.2951,9.0489,-0.52725,-2.0789,0
1.762,4.3682,2.1384,0.75429,0
0.52855,0.96427,4.0243,-1.0483,0
2.5328,7.528,-0.41929,-2.6478,0
0.045304,6.7334,1.0708,-0.9332,0
-0.10648,-0.76771,7.7575,0.64179,0
2.8232,10.8513,-3.1466,-3.9784,0
1.4507,8.7903,-2.2324,-0.65259,0
3.534,9.3614,-3.6316,-1.2461,0
2.0193,0.82356,4.6369,1.4202,0
1.5701,7.9129,0.29018,-2.1953,0
2.6415,7.586,-0.28562,-1.6677,0
0.32444,10.067,-1.1982,-4.1284,0
1.5456,8.5482,0.4187,-2.1784,0
-0.27802,8.1881,-3.1338,-2.5276,0
3.1836,7.2321,-1.0713,-2.5909,0
0.65497,5.1815,1.0673,-0.42113,0
1.1558,6.4003,1.5506,0.6961,0
1.8592,3.2074,-0.15966,-0.26208,0
1.8994,0.97462,4.2265,0.81377,0
0.94225,5.8561,1.8762,-0.32544,0
0.38251,6.8121,1.8128,-0.61251,0
0.77765,5.9781,1.1941,-0.3526,0
0.21084,9.4359,-0.094543,-1.859,0
2.6562,10.7044,-3.3085,-4.0767,0
-0.11996,6.8741,0.91995,-0.6694,0
2.9736,8.7944,-3.6359,-1.3754,0
1.2262,0.89599,5.7568,-0.11596,0
0.51947,-3.2633,3.0895,-0.98492,0
-0.16682,5.8974,0.49839,-0.70044,0
0.77805,6.6424,-1.1425,-1.0573,0
-0.53966,7.3273,0.46583,-1.4543,0
1.5478,9.1814,-1.6326,-1.7375,0
2.4012,1.6223,3.0312,0.71679,0
2.5559,3.3605,2.0321,0.26809,0
2.9856,7.2673,-0.409,-2.2431,0
1.7748,-0.76978,5.5854,1.3039,0
0.85574,0.0082678,6.6042,-0.53104,0
0.88298,0.66009,6.0096,-0.43277,0
2.2546,8.0992,-0.24877,-3.2698,0
2.6606,3.1681,1.9619,0.18662,0
-0.37013,-5.554,4.7749,1.547,0
1.3183,1.9017,-3.3111,0.065071,0
-1.5877,-6.6072,5.8022,0.31593,0
-0.69879,-3.3771,4.1211,1.5043,0
-0.55355,-7.9233,6.7156,0.74394,0
-0.4294,-0.14693,0.044265,-0.15605,0
-1.7976,-6.7686,6.6753,0.89912,0
0.59823,3.5012,-3.9795,-1.7841,0
0.26517,2.4066,-2.8416,-0.59958,0
