Variance,Skewness,Curtosis,Entropy,Class
-1.5768,10.843,2.5462,-2.9362,0
3.404,8.7261,-2.9915,-0.57242,0
2.6719,3.0646,0.37158,0.58619,0
-0.24811,-0.17797,4.9068,0.15429,0
1.4884,3.6274,3.308,0.48921,0
2.6881,6.0195,-0.46641,-0.69268,0
-0.0068919,9.2931,-0.41243,-1.9638,0
0.49665,5.527,1.7785,-0.47156,0
4.1373,0.49248,1.093,1.8276,0
1.1317,3.9647,3.3979,0.84351,0
2.9543,1.076,0.64577,0.89394,0
-1.8584,7.886,-1.6643,-1.8384,0
2.8969,0.70768,2.29,1.8663,0
3.4663,1.1112,1.7425,1.3388,0
3.5499,8.6165,-3.2794,-1.2009,0
4.8851,1.5995,-0.00029081,1.6401,0
0.11739,6.2761,-1.5495,-2.4746,0
0.5706,-0.0248,1.2421,-0.5621,0
1.6426,3.0149,0.22849,-0.147,0
1.4578,-0.08485,4.1785,0.59136,0
4.8077,2.2327,-0.26334,1.5534,0
2.614,8.0081,-3.7258,-1.3069,0
0.68087,2.3259,4.9085,0.54998,0
-2.2261,12.5398,2.9438,-3.5258,0
-1.3389,1.552,7.0806,1.031,0
3.9994,0.90427,1.1693,1.6892,0
3.2704,6.9321,-1.0456,0.23447,0
-1.3931,1.5664,7.5382,0.78403,0
1.6406,3.5488,1.3964,-0.36424,0
0.5734,9.1938,-0.9094,-1.872,0
3.4312,6.2637,-1.9513,-0.36165,0
0.44125,2.9487,4.3225,0.7155,0
4.1349,6.1189,-2.4294,-0.19613,0
0.051979,7.0521,-2.0541,-3.1508,0
-1.9177,11.6894,2.5454,-3.2763,0
1.0284,9.767,-1.3687,-1.7853,0
1.1811,8.3847,-2.0567,-0.90345,0
3.5257,1.2829,1.9276,1.7991,0
3.5152,6.8224,-0.67377,-0.46898,0
0.88872,5.3449,2.045,-0.19355,0
3.2051,8.6889,-2.9033,-0.7819,0
1.9105,8.871,-2.3386,-0.75604,0
3.2303,7.8384,-3.5348,-1.2151,0
0.86202,2.6963,4.2908,0.54739,0
-2.4953,11.1472,1.9353,-3.4638,0
-0.36279,8.2895,-1.9213,-3.3332,0
1.2616,4.4303,-1.3335,-1.7517,0
-0.39816,5.9781,1.3912,-1.1621,0
0.3798,0.7098,0.7572,-0.4444,0
0.64295,7.1018,0.3493,-0.41337,0
1.941,0.46351,4.6472,1.0879,0
-1.2576,1.5892,7.0078,0.42455,0
-1.1497,1.2954,7.701,0.62627,0
1.2138,8.7986,-2.1672,-0.74182,0
0.3798,0.7098,0.7572,-0.4444,0
4.0524,5.6802,-1.9693,0.026279,0
4.7285,2.1065,-0.28305,1.5625,0
2.0007,1.8644,2.6491,0.47369,0
0.77445,9.0552,-2.4089,-1.3884,0
-1.9458,11.2217,1.9079,-3.4405,0
0.1848,6.5079,2.0133,-0.87242,0
0.87256,9.2931,-0.7843,-2.1978,0
0.3798,0.7098,0.7572,-0.4444,0
3.4776,8.811,-3.1886,-0.92285,0
2.8237,2.8597,0.19678,0.57196,0
1.2999,2.5762,2.0107,-0.18967,0
2.565,8.633,-2.9941,-1.3082,0
4.6014,5.6264,-2.1235,0.19309,0
1.762,4.3682,2.1384,0.75429,0
2.5227,2.2369,2.7236,0.79438,0
0.045304,6.7334,1.0708,-0.9332,0
3.5288,0.71596,1.9507,1.9375,0
1.1588,8.9331,-2.0807,-1.1272,0
0.33565,6.8369,0.69718,-0.55691,0
1.4276,8.3847,-2.0995,-1.9677,0
0.95626,2.4728,4.4578,0.21636,0
-2.7914,1.7734,6.7756,-0.39915,0
1.1558,6.4003,1.5506,0.6961,0
-2.6479,10.1374,-1.331,-5.4707,0
-1.1391,1.8127,6.9144,0.70127,0
2.5089,6.841,-0.029423,0.44912,0
-0.278,8.1881,-3.1338,-2.5276,0
1.8384,6.063,0.54723,0.51248,0
2.5989,3.5178,0.7623,0.81119,0
1.8994,0.97462,4.2265,0.81377,0
2.9233,6.0464,-0.11168,-0.58665,0
0.77765,5.9781,1.1941,-0.3526,0
-0.278,8.1881,-3.1338,-2.5276,0
-0.11996,6.8741,0.91995,-0.6694,0
0.5706,-0.024841,1.2421,-0.56208,0
4.3634,0.46351,1.4281,2.0202,0
0.29961,7.1328,-0.31475,-1.1828,0
2.4673,1.3926,1.7125,0.41421,0
0.76163,5.8209,1.1959,-0.64613,0
-0.53966,7.3273,0.46583,-1.4543,0
0.5706,-0.0248,1.2421,-0.5621,0
2.5559,3.3605,2.0321,0.26809,0
1.0182,9.109,-0.62064,-1.7129,0
3.5358,6.7086,-0.81857,0.47886,0
-4.3967,4.9601,-0.64892,-5.4719,0
-0.77688,0.13036,-0.031137,-0.35389,0
-1.7063,2.7956,-2.378,-2.3491,0
-1.5228,-6.4789,5.7568,0.87325,0
-1.4375,-1.8624,4.026,0.55127,0
-5.3857,9.1214,-0.41929,-5.9181,0
-0.27068,3.2674,-3.5562,-3.0888,0
-0.014902,-1.0243,-0.94024,0.64955,0
-0.37013,-5.554,4.7749,1.547,0
0.6005,1.9327,-3.2888,-0.32415,0
-1.6677,-7.1535,7.8929,0.96765,0
-2.1333,1.5685,-0.084261,-1.7453,0
-2.799,1.9679,-0.42357,-2.1125,0
-2.3142,2.0838,-0.46813,-1.6767,0
-1.0941,2.3072,-2.5237,-1.4453,0
0.26637,0.73252,-0.67891,0.03533,0
-0.62043,0.5587,-0.38587,-0.66423,0
0.31803,-0.99326,1.0947,0.88619,0
-1.3414,-2.0776,2.8093,0.60688,0
-1.7886,-6.3486,5.6154,0.42584,0
-1.0112,2.9984,-1.1664,-1.6185,0
1.0552,1.1857,-2.6411,0.11033,0
-1.8448,1.254,0.27218,-1.0728,0
-0.97325,-6.4168,5.6026,1.0323,0
-1.2568,-1.4733,2.8718,0.44653,0
0.23874,2.0879,-3.3522,-0.66553,0
-2.0659,1.0512,-0.46298,-1.0974,0
-0.51003,-0.23591,0.020273,0.76334,0
-2.1652,3.0211,-2.4132,-2.4241,0
