Variance,Skewness,Curtosis,Entropy,Class
3.2032,5.7588,-0.75345,-0.61251,0
2.6719,3.0646,0.37158,0.58619,0
-0.24811,-0.17797,4.9068,0.15429,0
2.6881,6.0195,-0.46641,-0.69268,0
4.5679,3.1929,-2.1055,0.29653,0
4.1711,8.722,-3.0224,-0.59699,0
2.8561,6.9176,-0.79372,0.48403,0
3.9102,6.065,-2.4534,-0.68234,0
5.262,3.9834,-1.5572,1.0103,0
2.549,6.1499,-1.1605,-1.2371,0
2.5635,6.7769,-0.61979,0.38576,0
0.49665,5.527,1.7785,-0.47156,0
2.4235,9.5332,-3.0789,-2.7746,0
4.1373,0.49248,1.093,1.8276,0
0.049175,6.1437,1.7828,-0.72113,0
2.8033,9.0862,-3.3668,-1.0224,0
4.0296,2.6756,0.80685,0.71679,0
1.4806,7.6377,-2.7876,-1.0341,0
4.0632,3.584,0.72545,0.39481,0
3.2718,1.7837,2.1161,0.61334,0
2.9543,1.076,0.64577,0.89394,0
3.5438,1.2395,1.997,2.1547,0
1.518,5.6946,0.094818,-0.026738,0
3.2351,9.647,-3.2074,-2.5948,0
4.2188,6.8162,-1.2804,0.76076,0
3.8969,7.4163,-1.8245,0.14007,0
2.108,6.7955,-0.1708,0.4905,0
-1.5075,1.9224,7.1466,0.89136,0
4.6689,1.3098,0.055404,1.909,0
0.4339,5.5395,2.033,-0.40432,0
2.0911,0.94358,4.5512,1.234,0
4.1736,3.3336,-1.4244,0.60429,0
5.0452,3.8964,-1.4304,0.86291,0
3.5499,8.6165,-3.2794,-1.2009,0
0.11739,6.2761,-1.5495,-2.4746,0
0.5706,-0.0248,1.2421,-0.5621,0
-1.6952,1.0657,8.8294,0.94955,0
1.8799,2.4707,2.4931,0.37671,0
3.6582,5.6864,-1.7157,-0.23751,0
2.3925,9.798,-3.0361,-2.8224,0
1.6426,3.0149,0.22849,-0.147,0
-1.7559,11.9459,3.0946,-4.8978,0
-2.0897,10.8265,2.3603,-3.4198,0
2.5605,9.2683,-3.5913,-1.356,0
6.0919,2.9673,-1.3267,1.4551,0
1.3234,3.2964,0.2362,-0.11984,0
-1.3,10.2678,-2.953,-5.8638,0
2.4196,6.4665,-0.75688,0.228,0
-2.6479,10.1374,-1.331,-5.4707,0
-1.3389,1.552,7.0806,1.031,0
2.0466,2.03,2.1761,-0.083634,0
2.3952,9.5083,-3.1783,-3.0086,0
2.4287,9.3821,-3.2477,-1.4543,0
0.57461,10.1105,-1.6917,-4.3922,0
0.5734,9.1938,-0.9094,-1.872,0
2.2034,5.9947,0.53009,0.84998,0
3.744,0.79459,0.95851,1.0077,0
3.7731,7.2073,-1.6814,-0.94742,0
2.483,6.6155,-0.79287,-0.90863,0
-0.016103,9.7484,0.15394,-1.6134,0
4.9342,2.4107,-0.17594,1.6245,0
0.89566,7.7763,-2.7473,-1.9353,0
0.3223,-0.89808,8.0883,0.69222,0
0.89606,10.5471,-1.4175,-4.0327,0
0.44125,2.9487,4.3225,0.7155,0
0.051979,7.0521,-2.0541,-3.1508,0
2.9719,6.8369,-0.2702,0.71291,0
-1.9177,11.6894,2.5454,-3.2763,0
0.27451,9.2186,-3.2863,-4.8448,0
-1.7344,2.0175,7.7618,0.93532,0
1.0607,2.4542,2.5188,-0.17027,0
3.966,3.9213,0.70574,0.33662,0
1.8205,6.7562,0.0099913,0.39481,0
4.0329,0.23175,0.89082,1.1823,0
3.5982,7.1307,-1.3035,0.21248,0
-1.8584,7.886,-1.6643,-1.8384,0
0.88872,5.3449,2.045,-0.19355,0
2.7206,9.0821,-3.3111,-0.96811,0
3.8999,1.734,1.6011,0.96765,0
-1.5055,0.070346,6.8681,-0.50648,0
-1.9922,11.6542,2.6542,-5.2107,0
0.86202,2.6963,4.2908,0.54739,0
