Variance,Skewness,Curtosis,Entropy,Class
4.5459,8.1674,-2.4586,-1.4621,0
3.866,-2.6383,1.9242,0.10645,0
0.32924,-4.4552,4.5718,-0.9888,0
4.3684,9.6718,-3.9606,-3.1625,0
3.5912,3.0129,0.72888,0.56421,0
3.2032,5.7588,-0.75345,-0.61251,0
1.2247,8.7779,-2.2135,-0.80647,0
3.9899,-2.7066,2.3946,0.86291,0
1.8993,7.6625,0.15394,-3.1108,0
3.404,8.7261,-2.9915,-0.57242,0
2.6719,3.0646,0.37158,0.58619,0
5.2423,11.0272,-4.353,-4.1013,0
5.7867,7.8902,-2.6196,-0.48708,0
3.9362,10.1622,-3.8235,-4.0172,0
4.4338,9.887,-4.6795,-3.7483,0
1.1432,-3.7413,5.5777,-0.63578,0
6.5633,9.8187,-4.4113,-3.2258,0
-0.24811,-0.17797,4.9068,0.15429,0
1.4884,3.6274,3.308,0.48921,0
4.2969,7.617,-2.3874,-0.96164,0
2.4391,6.4417,-0.80743,-0.69139,0
2.6881,6.0195,-0.46641,-0.69268,0
3.6289,0.81322,1.6277,0.77627,0
4.5679,3.1929,-2.1055,0.29653,0
3.4805,9.7008,-3.7541,-3.4379,0
2.0843,6.6258,0.48382,-2.2134,0
1.6349,3.286,2.8753,0.087054,0
5.262,3.9834,-1.5572,1.0103,0
2.549,6.1499,-1.1605,-1.2371,0
2.5635,6.7769,-0.61979,0.38576,0
2.888,0.44696,4.5907,-0.24398,0
0.49665,5.527,1.7785,-0.47156,0
4.2586,11.2962,-4.0943,-4.3457,0
5.4021,3.1039,-1.1536,1.5651,0
2.4235,9.5332,-3.0789,-2.7746,0
1.0009,7.7846,-0.28219,-2.6608,0
4.1373,0.49248,1.093,1.8276,0
4.7181,10.0153,-3.9486,-3.8582,0
4.1654,-3.4495,3.643,1.0879,0
4.4069,10.9072,-4.5775,-4.4271,0
2.3066,3.5364,0.57551,0.41938,0
3.7935,7.9853,-2.5477,-1.872,0
0.049175,6.1437,1.7828,-0.72113,0
1.1317,3.9647,3.3979,0.84351,0
2.8033,9.0862,-3.3668,-1.0224,0
5.0185,8.5978,-2.9375,-1.281,0
4.1197,-2.7956,2.0707,0.67412,0
3.8027,0.81529,2.1041,1.0245,0
1.4806,7.6377,-2.7876,-1.0341,0
4.0632,3.584,0.72545,0.39481,0
2.9543,1.076,0.64577,0.89394,0
3.82,10.9279,-4.0112,-5.0284,0
3.3669,-5.1856,3.6935,-1.1427,0
4.2027,0.22761,0.96108,0.97282,0
-1.8584,7.886,-1.6643,-1.8384,0
3.2351,9.647,-3.2074,-2.5948,0
4.2188,6.8162,-1.2804,0.76076,0
1.7819,6.9176,-1.2744,-1.5759,0
2.8969,0.70768,2.29,1.8663,0
2.994,7.2011,-1.2153,0.3211,0
3.4663,1.1112,1.7425,1.3388,0
2.0139,6.1416,0.37929,0.56938,0
5.438,9.4669,-4.9417,-3.9202,0
5.2418,10.5388,-4.1174,-4.2797,0
1.7317,-0.34765,4.1905,-0.99138,0
0.5195,-3.2633,3.0895,-0.9849,0
5.0691,0.21313,0.20278,1.2095,0
1.9358,8.1654,-0.023425,-2.2586,0
1.3566,4.2358,2.1341,0.3211,0
5.0452,3.8964,-1.4304,0.86291,0
3.5499,8.6165,-3.2794,-1.2009,0
0.17346,7.8695,0.26876,-3.7883,0
2.4008,9.3593,-3.3565,-3.3526,0
4.8851,1.5995,-0.00029081,1.6401,0
1.1166,8.6496,-0.96252,-1.8112,0
1.0235,6.901,-2.0062,-2.7125,0
0.11739,6.2761,-1.5495,-2.4746,0
0.5706,-0.0248,1.2421,-0.5621,0
4.0552,-2.4583,2.2806,1.0323,0
3.583,-3.7971,3.4391,-0.12501,0
0.19081,9.1297,-3.725,-5.8224,0
