Variance,Skewness,Curtosis,Entropy,Class
4.5459,8.1674,-2.4586,-1.4621,0
3.866,-2.6383,1.9242,0.10645,0
3.9899,-2.7066,2.3946,0.86291,0
3.404,8.7261,-2.9915,-0.57242,0
4.6765,-3.3895,3.4896,1.4771,0
2.6719,3.0646,0.37158,0.58619,0
4.4338,9.887,-4.6795,-3.7483,0
6.5633,9.8187,-4.4113,-3.2258,0
3.6289,0.81322,1.6277,0.77627,0
4.5679,3.1929,-2.1055,0.29653,0
3.4805,9.7008,-3.7541,-3.4379,0
2.4235,9.5332,-3.0789,-2.7746,0
4.1373,0.49248,1.093,1.8276,0
4.1654,-3.4495,3.643,1.0879,0
2.3066,3.5364,0.57551,0.41938,0
4.4682,2.2907,0.95766,0.83058,0
3.245,6.63,-0.63435,0.86937,0
4.1197,-2.7956,2.0707,0.67412,0
1.4806,7.6377,-2.7876,-1.0341,0
4.3064,8.2068,-2.7824,-1.4336,0
2.9543,1.076,0.64577,0.89394,0
5.1129,-0.49871,0.62863,1.1189,0
4.2027,0.22761,0.96108,0.97282,0
3.2351,9.647,-3.2074,-2.5948,0
1.7819,6.9176,-1.2744,-1.5759,0
2.994,7.2011,-1.2153,0.3211,0
3.4663,1.1112,1.7425,1.3388,0
5.1302,8.6703,-2.8913,-1.5086,0
5.032,8.2026,-2.6256,-1.0341,0
3.9232,-3.2467,3.4579,0.83705,0
3.6277,0.9829,0.68861,0.63403,0
3.9479,-3.7723,2.883,0.019813,0
3.5499,8.6165,-3.2794,-1.2009,0
4.8851,1.5995,-0.00029081,1.6401,0
4.0552,-2.4583,2.2806,1.0323,0
4.8272,3.0687,0.68604,0.80731,0
4.8077,2.2327,-0.26334,1.5534,0
5.3063,5.2684,-2.8904,-0.52716,0
2.5605,9.2683,-3.5913,-1.356,0
4.1962,0.74493,0.83256,0.753,0
3.8905,-2.1521,2.6302,1.1047,0
3.9994,0.90427,1.1693,1.6892,0
3.2704,6.9321,-1.0456,0.23447,0
2.7744,6.8576,-1.0671,0.075416,0
4.1425,-3.6792,3.8281,1.6297,0
3.0934,-2.9177,2.2232,0.22283,0
3.7731,7.2073,-1.6814,-0.94742,0
5.3915,9.9946,-3.8081,-3.3642,0
4.4072,-0.070365,2.0416,1.1319,0
2.877,-4.0599,3.6259,-0.32544,0
0.051979,7.0521,-2.0541,-3.1508,0
2.2928,9.0386,-3.2417,-1.2991,0
2.1274,5.1939,-1.7971,-1.1763,0
0.5195,-3.2633,3.0895,-0.9849,0
3.7352,9.5911,-3.9032,-3.3487,0
3.5152,6.8224,-0.67377,-0.46898,0
3.5594,1.3078,1.291,1.6556,0
3.9294,1.4112,1.8076,0.89782,0
3.4667,-4.0724,4.2882,1.5418,0
3.3299,0.91254,1.5806,0.39352,0
0.5195,-3.2633,3.0895,-0.9849,0
2.7206,9.0821,-3.3111,-0.96811,0
3.2051,8.6889,-2.9033,-0.7819,0
2.805,0.57732,1.3424,1.2133,0
5.7823,5.5788,-2.4089,-0.056479,0
3.5189,6.332,-1.7791,-0.020273,0
3.4985,3.1639,0.22677,-0.1651,0
2.8523,9.0096,-3.761,-3.3371,0
4.2772,2.4955,0.48554,0.36119,0
4.6361,-2.6611,2.8358,1.1991,0
2.6799,3.1349,0.34073,0.58489,0
4.3937,0.35798,2.0416,1.2004,0
4.223,1.1319,0.72202,0.96118,0
5.1776,8.2316,-3.2511,-1.5694,0
0.3798,0.7098,0.7572,-0.4444,0
3.359,9.8022,-3.8209,-3.7133,0
3.6922,-3.9585,4.3439,1.3517,0
4.3848,-3.0729,3.0423,1.2741,0
3.0948,8.7324,-2.9007,-0.96682,0
5.7403,-0.44284,0.38015,1.3763,0
4.5707,7.2094,-3.2794,-1.4944,0
