Variance,Skewness,Curtosis,Entropy,Class
3.6216,8.6661,-2.8073,-0.44699,0
3.5912,3.0129,0.72888,0.56421,0
1.2247,8.7779,-2.2135,-0.80647,0
-0.38214,8.3909,2.1624,-3.7405,0
1.4884,3.6274,3.308,0.48921,0
-1.6162,0.80908,8.1628,0.60817,0
2.4391,6.4417,-0.80743,-0.69139,0
2.6881,6.0195,-0.46641,-0.69268,0
4.5679,3.1929,-2.1055,0.29653,0
-0.0068919,9.2931,-0.41243,-1.9638,0
0.96441,5.8395,2.3235,0.066365,0
5.262,3.9834,-1.5572,1.0103,0
2.549,6.1499,-1.1605,-1.2371,0
2.5367,2.599,2.0938,0.20085,0
2.4235,9.5332,-3.0789,-2.7746,0
1.0009,7.7846,-0.28219,-2.6608,0
3.245,6.63,-0.63435,0.86937,0
-1.1313,1.9037,7.5339,1.022,0
-1.8584,7.886,-1.6643,-1.8384,0
1.518,5.6946,0.094818,-0.026738,0
3.2351,9.647,-3.2074,-2.5948,0
4.2188,6.8162,-1.2804,0.76076,0
1.7819,6.9176,-1.2744,-1.5759,0
2.5331,2.9135,-0.822,-0.12243,0
3.8969,7.4163,-1.8245,0.14007,0
0.9297,-3.7971,4.6429,-0.2957,0
-0.91718,9.9884,1.1804,-5.2263,0
4.1736,3.3336,-1.4244,0.60429,0
3.8584,0.78425,1.1033,1.7008,0
1.7496,-0.1759,5.1827,1.2922,0
-1.7599,11.9211,2.6756,-3.3241,0
1.3566,4.2358,2.1341,0.3211,0
5.0452,3.8964,-1.4304,0.86291,0
-1.803,11.8818,2.0458,-5.2728,0
1.8799,2.4707,2.4931,0.37671,0
3.6582,5.6864,-1.7157,-0.23751,0
2.3925,9.798,-3.0361,-2.8224,0
-0.11783,-1.5789,8.03,-0.028031,0
1.8314,6.3672,-0.036278,0.049554,0
-0.16735,7.6274,1.2061,-3.6241,0
-1.3,10.2678,-2.953,-5.8638,0
0.5706,-0.0248,1.2421,-0.5621,0
-1.3389,1.552,7.0806,1.031,0
0.46901,-0.63321,7.3848,0.36507,0
2.0466,2.03,2.1761,-0.083634,0
-1.3274,9.498,2.4408,-5.2689,0
-1.3931,1.5664,7.5382,0.78403,0
2.7744,6.8576,-1.0671,0.075416,0
1.6472,0.48213,4.7449,1.225,0
0.57461,10.1105,-1.6917,-4.3922,0
-0.016103,9.7484,0.15394,-1.6134,0
0.9297,-3.7971,4.6429,-0.2957,0
4.9342,2.4107,-0.17594,1.6245,0
3.4312,6.2637,-1.9513,-0.36165,0
0.20977,-0.46146,7.7267,0.90946,0
0.3223,-0.89808,8.0883,0.69222,0
-1.3,10.2678,-2.953,-5.8638,0
2.5678,3.5136,0.61406,-0.40691,0
4.1349,6.1189,-2.4294,-0.19613,0
2.1464,6.0795,-0.5778,-2.2302,0
0.051979,7.0521,-2.0541,-3.1508,0
2.9719,6.8369,-0.2702,0.71291,0
2.3729,10.4726,-3.0087,-3.2013,0
1.0284,9.767,-1.3687,-1.7853,0
1.5902,2.2948,3.2403,0.18404,0
1.1811,8.3847,-2.0567,-0.90345,0
2.9499,2.2493,1.3458,-0.037083,0
0.5195,-3.2633,3.0895,-0.9849,0
3.5257,1.2829,1.9276,1.7991,0
1.0607,2.4542,2.5188,-0.17027,0
2.0421,1.2436,4.2171,0.90429,0
3.5982,7.1307,-1.3035,0.21248,0
3.3299,0.91254,1.5806,0.39352,0
1.7452,4.8028,2.0878,0.62627,0
2.805,0.57732,1.3424,1.2133,0
3.5189,6.332,-1.7791,-0.020273,0
2.1948,1.3781,1.1582,0.85774,0
2.3718,7.4908,0.015989,-1.7414,0
-2.2527,11.5321,2.5899,-3.2737,0
0.86736,5.5643,1.6765,-0.16769,0
-0.39816,5.9781,1.3912,-1.1621,0
0.3798,0.7098,0.7572,-0.4444,0
4.0047,0.45937,1.3621,1.6181,0
1.1518,1.3864,5.2727,-0.43536,0
-2.484,12.1611,2.8204,-3.7418,0
-1.1497,1.2954,7.701,0.62627,0
1.9429,6.3961,0.092248,0.58102,0
1.3087,4.9228,2.0013,0.22024,0
1.2138,8.7986,-2.1672,-0.74182,0
4.7285,2.1065,-0.28305,1.5625,0
3.4359,0.66216,2.1041,1.8922,0
0.86816,10.2429,-1.4912,-4.0082,0
2.4527,2.9653,0.20021,-0.056479,0
0.64215,3.1287,4.2933,0.64696,0
0.77445,9.0552,-2.4089,-1.3884,0
0.96574,8.393,-1.361,-1.4659,0
3.8213,0.23175,2.0133,2.0564,0
0.3798,0.7098,0.7572,-0.4444,0
0.0071249,8.3661,0.50781,-3.8155,0
0.96788,7.1907,1.2798,-2.4565,0
3.6575,7.2797,-2.2692,-1.144,0
1.2999,2.5762,2.0107,-0.18967,0
2.565,8.633,-2.9941,-1.3082,0
4.6014,5.6264,-2.1235,0.19309,0
3.9433,2.5017,1.5215,0.903,0
2.0153,1.8479,3.1375,0.42843,0
3.1896,5.7526,-0.18537,-0.30087,0
0.33111,4.5731,2.057,-0.18967,0
1.2746,8.8172,-1.5323,-1.7957,0
4.2475,1.4816,-0.48355,0.95343,0
1.4507,8.7903,-2.2324,-0.65259,0
3.5288,0.71596,1.9507,1.9375,0
3.9719,1.0367,0.75973,1.0013,0
1.5673,7.9274,-0.056842,-2.1694,0
1.5701,7.9129,0.29018,-2.1953,0
0.32444,10.067,-1.1982,-4.1284,0
1.5456,8.5482,0.4187,-2.1784,0
1.4276,8.3847,-2.0995,-1.9677,0
0.93611,8.6413,-1.6351,-1.3043,0
-2.7914,1.7734,6.7756,-0.39915,0
5.2032,3.5116,-1.2538,1.0129,0
0.65497,5.1815,1.0673,-0.42113,0
-0.278,8.1881,-3.1338,-2.5276,0
3.3951,1.1484,2.1401,2.0862,0
1.8384,6.063,0.54723,0.51248,0
3.5251,0.7201,1.6928,0.64438,0
2.5989,3.5178,0.7623,0.81119,0
0.94225,5.8561,1.8762,-0.32544,0
0.38251,6.8121,1.8128,-0.61251,0
2.9233,6.0464,-0.11168,-0.58665,0
1.162,10.2926,-1.2821,-4.0392,0
-0.38388,-1.0471,8.0514,0.49567,0
3.5127,2.9073,1.0579,0.40774,0
2.1881,2.7356,1.3278,-0.1832,0
2.9736,8.7944,-3.6359,-1.3754,0
5.3586,3.7557,-1.7345,1.0789,0
4.3634,0.46351,1.4281,2.0202,0
-1.8348,11.0334,3.1863,-4.8888,0
0.77805,6.6424,-1.1425,-1.0573,0
-0.53966,7.3273,0.46583,-1.4543,0
0.5706,-0.0248,1.2421,-0.5621,0
3.6077,6.8576,-1.1622,0.28231,0
1.3114,4.5462,2.2935,0.22541,0
3.4916,8.5709,-3.0326,-0.59182,0
0.5195,-3.2633,3.0895,-0.9849,0
4.0932,5.4132,-1.8219,0.23576,0
1.7748,-0.76978,5.5854,1.3039,0
0.74841,7.2756,1.1504,-0.5388,0
-2.6479,10.1374,-1.331,-5.4707,0
0.37984,0.70975,0.75716,-0.44441,0
3.5358,6.7086,-0.81857,0.47886,0
0.92703,9.4318,-0.66263,-1.6728,0
0.66191,9.6594,-0.28819,-1.6638,0
0.75736,3.0294,2.9164,-0.068117,0
4.6499,7.6336,-1.9427,-0.37458,0
0.38478,6.5989,-0.3336,-0.56466,0
2.6606,3.1681,1.9619,0.18662,0
3.2414,0.40971,1.4015,1.1952,0
2.2504,3.5757,0.35273,0.2836,0
-1.7582,2.7397,-2.5323,-2.234,0
-5.873,9.1752,-0.27448,-6.0422,0
-2.2811,-0.85669,2.7185,0.044382,0
-0.70346,2.957,-3.5947,-3.1457,0
1.3451,0.23589,-1.8785,1.3258,0
-2.121,-0.05588,1.949,1.353,0
-2.2214,-0.23798,0.56008,0.05602,0
-0.28696,3.1784,-3.5767,-3.1896,0
-1.8391,-9.0883,9.2416,-0.10432,0
-4.1244,3.7909,-0.6532,-4.1802,0
-0.014902,-1.0243,-0.94024,0.64955,0
-2.3147,3.6668,-0.6969,-1.2474,0
-1.2786,-2.4087,4.5735,0.47627,0
-3.1875,-7.5756,11.8678,-0.57889,0
-1.0555,0.79459,-1.6968,-0.46768,0
-2.4198,-0.24418,0.70146,0.41809,0
-1.3995,-1.9162,2.5154,0.59912,0
-3.9934,5.8333,0.54723,-4.9379,0
-2.1241,-6.8969,5.5992,-0.47156,0
0.2346,-4.5152,2.1195,1.4448,0
-1.4628,-1.5706,2.4357,0.49826,0
0.67886,4.1199,-4.569,-4.1414,0
-0.87834,3.257,-3.6778,-3.2944,0
-0.59587,2.4811,-2.8673,-0.89828,0
-2.0441,1.2271,0.18564,-1.091,0
