Variance,Skewness,Curtosis,Entropy,Class
1.5356,9.1772,-2.2718,-0.73535,0
-1.5768,10.843,2.5462,-2.9362,0
2.6719,3.0646,0.37158,0.58619,0
0.80355,2.8473,4.3439,0.6017,0
0.93584,8.8855,-1.6831,-1.6599,0
1.4884,3.6274,3.308,0.48921,0
2.4391,6.4417,-0.80743,-0.69139,0
2.6881,6.0195,-0.46641,-0.69268,0
2.8561,6.9176,-0.79372,0.48403,0
1.6349,3.286,2.8753,0.087054,0
2.549,6.1499,-1.1605,-1.2371,0
0.49665,5.527,1.7785,-0.47156,0
2.4235,9.5332,-3.0789,-2.7746,0
0.12326,8.9848,-0.9351,-2.4332,0
1.4806,7.6377,-2.7876,-1.0341,0
-2.7419,11.4038,2.5394,-5.5793,0
3.5438,1.2395,1.997,2.1547,0
4.2188,6.8162,-1.2804,0.76076,0
2.5331,2.9135,-0.822,-0.12243,0
3.8969,7.4163,-1.8245,0.14007,0
2.108,6.7955,-0.1708,0.4905,0
-1.5075,1.9224,7.1466,0.89136,0
2.994,7.2011,-1.2153,0.3211,0
-2.343,12.9516,3.3285,-5.9426,0
2.0911,0.94358,4.5512,1.234,0
-1.7599,11.9211,2.6756,-3.3241,0
1.1166,8.6496,-0.96252,-1.8112,0
1.0235,6.901,-2.0062,-2.7125,0
1.8799,2.4707,2.4931,0.37671,0
3.6582,5.6864,-1.7157,-0.23751,0
2.3925,9.798,-3.0361,-2.8224,0
2.9421,7.4101,-0.97709,-0.88406,0
1.4578,-0.08485,4.1785,0.59136,0
0.83292,7.5404,0.65005,-0.92544,0
1.3234,3.2964,0.2362,-0.11984,0
-0.36038,4.1158,3.1143,-0.37199,0
0.5706,-0.0248,1.2421,-0.5621,0
-2.6479,10.1374,-1.331,-5.4707,0
1.6472,0.48213,4.7449,1.225,0
0.5734,9.1938,-0.9094,-1.872,0
-0.016103,9.7484,0.15394,-1.6134,0
0.89566,7.7763,-2.7473,-1.9353,0
4.1349,6.1189,-2.4294,-0.19613,0
0.051979,7.0521,-2.0541,-3.1508,0
-1.7344,2.0175,7.7618,0.93532,0
3.5152,6.8224,-0.67377,-0.46898,0
1.6988,2.9094,2.9044,0.11033,0
1.0607,2.4542,2.5188,-0.17027,0
3.0009,5.8126,-2.2306,-0.66553,0
1.0191,2.33,4.9334,0.82929,0
0.66018,10.3878,-1.4029,-3.9151,0
2.7206,9.0821,-3.3111,-0.96811,0
1.7452,4.8028,2.0878,0.62627,0
2.805,0.57732,1.3424,1.2133,0
3.5189,6.332,-1.7791,-0.020273,0
0.74307,11.17,-1.3824,-4.0728,0
3.2303,7.8384,-3.5348,-1.2151,0
-2.4953,11.1472,1.9353,-3.4638,0
2.6799,3.1349,0.34073,0.58489,0
0.64295,7.1018,0.3493,-0.41337,0
3.4769,-0.15314,2.53,2.4495,0
