Variance,Skewness,Curtosis,Entropy,Class
4.5459,8.1674,-2.4586,-1.4621,0
3.5912,3.0129,0.72888,0.56421,0
3.404,8.7261,-2.9915,-0.57242,0
4.6765,-3.3895,3.4896,1.4771,0
4.2969,7.617,-2.3874,-0.96164,0
3.6289,0.81322,1.6277,0.77627,0
-0.0068919,9.2931,-0.41243,-1.9638,0
2.8561,6.9176,-0.79372,0.48403,0
1.6349,3.286,2.8753,0.087054,0
0.12326,8.9848,-0.9351,-2.4332,0
2.3066,3.5364,0.57551,0.41938,0
0.049175,6.1437,1.7828,-0.72113,0
0.24835,7.6439,0.9885,-0.87371,0
1.1317,3.9647,3.3979,0.84351,0
2.8033,9.0862,-3.3668,-1.0224,0
4.4682,2.2907,0.95766,0.83058,0
4.0296,2.6756,0.80685,0.71679,0
0.87603,6.8141,0.84198,-0.17156,0
-1.8584,7.886,-1.6643,-1.8384,0
1.518,5.6946,0.094818,-0.026738,0
1.7819,6.9176,-1.2744,-1.5759,0
2.5331,2.9135,-0.822,-0.12243,0
3.8969,7.4163,-1.8245,0.14007,0
2.108,6.7955,-0.1708,0.4905,0
2.8969,0.70768,2.29,1.8663,0
3.4663,1.1112,1.7425,1.3388,0
1.7496,-0.1759,5.1827,1.2922,0
5.0452,3.8964,-1.4304,0.86291,0
3.5499,8.6165,-3.2794,-1.2009,0
0.5706,-0.0248,1.2421,-0.5621,0
2.9421,7.4101,-0.97709,-0.88406,0
-1.8584,7.886,-1.6643,-1.8384,0
4.0215,-2.1914,2.4648,1.1409,0
0.83292,7.5404,0.65005,-0.92544,0
4.8077,2.2327,-0.26334,1.5534,0
2.5605,9.2683,-3.5913,-1.356,0
4.1962,0.74493,0.83256,0.753,0
-0.36038,4.1158,3.1143,-0.37199,0
5.4944,1.5478,0.041694,1.9284,0
2.4287,9.3821,-3.2477,-1.4543,0
1.0135,8.4551,-1.672,-2.0815,0
4.1425,-3.6792,3.8281,1.6297,0
3.744,0.79459,0.95851,1.0077,0
3.1557,2.8908,0.59693,0.79825,0
1.594,4.7055,1.3758,0.081882,0
4.4072,-0.070365,2.0416,1.1319,0
3.4312,6.2637,-1.9513,-0.36165,0
4.052,-0.16555,0.45383,0.51248,0
0.20977,-0.46146,7.7267,0.90946,0
0.44125,2.9487,4.3225,0.7155,0
2.9719,6.8369,-0.2702,0.71291,0
1.1811,8.3847,-2.0567,-0.90345,0
2.9499,2.2493,1.3458,-0.037083,0
4.4549,2.4976,1.0313,0.96894,0
3.5152,6.8224,-0.67377,-0.46898,0
3.4667,-4.0724,4.2882,1.5418,0
0.96414,5.616,2.2138,-0.12501,0
1.8205,6.7562,0.0099913,0.39481,0
4.9923,7.8653,-2.3515,-0.71984,0
0.88872,5.3449,2.045,-0.19355,0
3.2051,8.6889,-2.9033,-0.7819,0
5.7823,5.5788,-2.4089,-0.056479,0
1.9105,8.871,-2.3386,-0.75604,0
1.2616,4.4303,-1.3335,-1.7517,0
-0.39816,5.9781,1.3912,-1.1621,0
-0.062025,6.1975,1.099,-1.131,0
4.223,1.1319,0.72202,0.96118,0
1.9818,9.2621,-3.521,-1.872,0
3.4246,-0.14693,0.80342,0.29136,0
0.3798,0.7098,0.7572,-0.4444,0
0.5415,6.0319,1.6825,-0.46122,0
1.3349,6.1189,0.46497,0.49826,0
2.4527,2.9653,0.20021,-0.056479,0
0.77124,9.0862,-1.2281,-1.4996,0
2.0007,1.8644,2.6491,0.47369,0
4.3848,-3.0729,3.0423,1.2741,0
0.96574,8.393,-1.361,-1.4659,0
5.7403,-0.44284,0.38015,1.3763,0
1.1472,3.5985,1.9387,-0.43406,0
2.9742,8.96,-2.9024,-1.0379,0
0.1848,6.5079,2.0133,-0.87242,0
